id,code,language,green_score,energy_wh,co2_g,cpu_time_ms,memory_mb,complexity,duration,emissions,emissions_rate,energy_consumed,country_name,region,cloud_provider,cloud_region,os,cpu_model,gpu_model,ram_total_size,tracking_mode,on_cloud,pue
3127,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,88.98,0.024279,4.309016,0.9902,2.836,2,0.1509,4.27E-06,1.10E-07,0.00396624,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.762
3128,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,95.43,0.019944,5.356148,0.9877,3.613,2,0.1688,4.41E-06,9.80E-08,0.00350863,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.677
3129,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,38.59,0.05929,14.494557,3.0033,9.881,5,0.4854,1.56E-05,2.92E-07,0.00985552,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.526
3130,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.4,0.05765,14.692545,2.7165,9.611,4,0.4401,1.44E-05,2.98E-07,0.01061674,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.745
3131,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.15,0.053714,13.684715,2.0986,7.207,3,0.3994,1.10E-05,2.65E-07,0.00855284,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.474
3132,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,79.97,0.018629,4.109098,0.6953,2.523,2,0.1484,4.01E-06,9.20E-08,0.00291341,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.655
3133,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,43.9,0.049242,10.55248,2.4778,7.457,4,0.3124,1.26E-05,2.77E-07,0.01025198,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.559
3134,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,90.46,0.018165,4.602358,0.9159,3.354,2,0.1823,5.04E-06,9.20E-08,0.00424728,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.644
3135,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,39.56,0.054902,12.318278,2.7811,8.861,4,0.4517,1.26E-05,2.72E-07,0.00946995,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.804
3136,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,43.41,0.065197,15.714294,3.1355,8.971,4,0.4636,1.37E-05,2.94E-07,0.0102413,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.628
3137,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,87.26,0.021568,5.900605,1.0157,3.455,2,0.173,5.01E-06,1.00E-07,0.00318523,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.389
3138,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,43.29,0.064588,14.308014,2.7424,10.591,4,0.4546,1.43E-05,2.56E-07,0.00956045,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.679
3139,"def efficient_sum(numbers):
    return sum(numbers)
",python,74.59,0.022811,5.479173,0.6847,3.019,1,0.233,5.13E-06,9.20E-08,0.00367436,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.437
3140,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.53,0.057607,13.664276,2.7896,9.379,3,0.448,1.38E-05,2.89E-07,0.01019222,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.869
3141,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,74.23,0.024791,5.896919,1.0697,3.195,2,0.1674,4.36E-06,9.90E-08,0.00344562,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.469
3142,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,72.06,0.021145,3.663186,0.6068,2.675,2,0.1691,4.03E-06,9.10E-08,0.00290769,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.646
3143,"def efficient_sum(numbers):
    return sum(numbers)
",python,77.88,0.023425,5.282587,0.8291,2.955,1,0.2039,4.93E-06,9.60E-08,0.0041672,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.447
3144,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,36.58,0.070328,12.551549,3.2751,10.608,4,0.5694,1.57E-05,2.61E-07,0.01039895,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.644
3145,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,88.28,0.018581,4.536551,0.7282,2.798,2,0.1493,4.03E-06,8.80E-08,0.00302275,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.607
3146,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,44.88,0.051788,15.277869,2.3624,8.08,4,0.4301,1.25E-05,2.75E-07,0.00860776,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.851
3147,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,47.07,0.057079,12.43734,2.5001,9.087,4,0.4041,1.26E-05,2.74E-07,0.00905898,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.757
3148,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,74.07,0.018816,5.348348,0.6954,2.63,2,0.1371,4.07E-06,9.30E-08,0.00335492,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.618
3149,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.5,0.057294,13.485398,2.5056,8.876,3,0.3924,1.36E-05,2.93E-07,0.00944041,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.692
3150,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,78.79,0.022295,5.527433,1.1503,3.462,2,0.1543,4.80E-06,9.40E-08,0.00305832,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.452
3151,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,88.61,0.018498,4.638002,0.674,2.928,2,0.1449,3.91E-06,9.00E-08,0.00299388,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.668
3152,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,80.85,0.023437,5.726104,1.0819,3.373,2,0.1575,4.70E-06,9.70E-08,0.00333027,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.348
3153,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,82.65,0.021582,4.824325,0.8795,3.193,2,0.1743,4.99E-06,1.09E-07,0.00371264,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.685
3154,"def efficient_sum(numbers):
    return sum(numbers)
",python,96.58,0.020286,4.982043,0.9101,3.175,1,0.2198,4.65E-06,1.06E-07,0.00418733,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.437
3155,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.86,0.058056,13.576153,2.3371,9.664,4,0.373,1.38E-05,2.75E-07,0.00839662,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.696
3156,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,40.11,0.062994,15.680314,2.8815,10.288,4,0.4849,1.44E-05,3.01E-07,0.00997884,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.533
3157,"def efficient_sum(numbers):
    return sum(numbers)
",python,91.22,0.019516,5.150487,0.7307,3.089,1,0.2063,4.90E-06,1.03E-07,0.00424999,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.333
3158,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,88.66,0.017851,4.430285,0.675,2.815,2,0.1571,3.93E-06,8.60E-08,0.00308529,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.649
3159,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,47.02,0.054874,12.378949,2.5571,8.607,4,0.3917,1.34E-05,2.89E-07,0.0088376,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.725
3160,"def efficient_sum(numbers):
    return sum(numbers)
",python,82.26,0.022198,5.233026,0.6978,2.878,1,0.1719,5.56E-06,8.90E-08,0.00410394,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.359
3161,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,92.34,0.016623,4.118329,0.7636,2.552,2,0.1634,4.26E-06,8.30E-08,0.00319599,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.662
3162,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,96.49,0.019579,4.38403,0.7142,2.408,2,0.1537,3.73E-06,8.80E-08,0.00290364,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.542
3163,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,46.9,0.064944,15.619108,3.1769,9.114,4,0.5047,1.63E-05,2.76E-07,0.01058394,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.714
3164,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,36.44,0.063961,15.011806,2.0738,8.589,3,0.3778,1.44E-05,3.27E-07,0.00859781,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.668
3165,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,89.41,0.020204,3.846091,0.6809,2.338,2,0.1289,4.04E-06,7.60E-08,0.00336283,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.667
3166,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,85.57,0.02317,6.003864,1.1142,3.397,2,0.1621,4.88E-06,9.20E-08,0.00328498,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.348
3167,"def efficient_sum(numbers):
    return sum(numbers)
",python,92.3,0.022805,4.446874,0.7389,3.283,1,0.2216,4.89E-06,9.70E-08,0.0041005,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.348
3168,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.28,0.05562,13.658794,2.7016,9.118,5,0.4652,1.43E-05,2.99E-07,0.01094906,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.716
3169,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.58,0.055527,12.874821,2.5587,8.653,3,0.4082,1.27E-05,2.82E-07,0.00935452,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.643
3170,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,41.24,0.054296,12.461365,2.4826,8.25,3,0.4341,1.21E-05,2.92E-07,0.00838312,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.664
3171,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,92.61,0.025044,5.628067,0.9654,3.858,2,0.1475,5.35E-06,8.50E-08,0.0036725,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.367
3172,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,48.06,0.049248,12.585395,2.1223,7.975,3,0.3673,1.20E-05,2.38E-07,0.00891063,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.574
3173,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,98.87,0.020755,4.529167,0.9896,2.882,2,0.1808,5.56E-06,1.18E-07,0.00389205,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.764
3174,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,42.27,0.058908,14.592991,2.8797,8.78,4,0.4289,1.66E-05,2.47E-07,0.01194335,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.786
3175,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,84.55,0.020374,5.452835,0.8906,3.143,2,0.1789,4.80E-06,1.07E-07,0.00392945,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.644
3176,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,48.06,0.050648,12.589826,2.4644,9.776,4,0.3871,1.24E-05,2.76E-07,0.00980252,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.699
3177,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,45.91,0.051649,10.909332,2.0198,8.503,3,0.3504,1.31E-05,2.52E-07,0.00838253,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.454
3178,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,42.29,0.05878,11.145503,1.7935,8.485,3,0.3762,1.36E-05,2.60E-07,0.00978531,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.553
3179,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,79.57,0.026415,5.753716,1.0895,3.916,2,0.1416,5.41E-06,9.80E-08,0.00349556,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.406
3180,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,43.31,0.052405,16.702152,2.7793,9.825,4,0.5188,1.40E-05,3.33E-07,0.00851559,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.541
3181,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,45.65,0.057363,12.778777,2.8619,8.81,5,0.4714,1.36E-05,2.88E-07,0.01084787,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.845
3182,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,38.89,0.056797,15.997999,3.1305,10.623,3,0.5405,1.37E-05,3.36E-07,0.01001619,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.642
3183,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,45.98,0.051973,11.860138,2.1698,8.107,3,0.3654,1.20E-05,2.41E-07,0.0095685,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.57
3184,"def efficient_sum(numbers):
    return sum(numbers)
",python,92.04,0.021866,5.418802,0.7474,3.228,1,0.1852,5.31E-06,1.06E-07,0.00409136,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.436
3185,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.01,0.053704,12.460282,2.5591,9.354,5,0.4065,1.32E-05,2.89E-07,0.00941932,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.778
3186,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,89.66,0.017333,5.055585,0.6562,2.96,2,0.1348,4.24E-06,8.50E-08,0.0032168,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.606
3187,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.28,0.056903,13.557493,2.9408,9.892,3,0.4679,1.36E-05,2.82E-07,0.01143273,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.831
3188,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,81.17,0.020169,5.480396,0.9614,3.207,2,0.1973,5.01E-06,1.03E-07,0.00371446,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.773
3189,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,45.06,0.058356,12.864722,2.8693,8.968,5,0.4449,1.53E-05,2.94E-07,0.01140109,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.723
3190,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,78.01,0.023172,5.878043,1.0604,3.543,2,0.1535,4.91E-06,9.20E-08,0.00324994,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.417
3191,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.36,0.047938,12.076865,2.1735,7.908,3,0.3443,1.18E-05,2.58E-07,0.0090992,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.491
3192,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,83.46,0.020751,5.137654,0.8925,3.316,2,0.1842,4.90E-06,1.05E-07,0.00380519,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.703
3193,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.13,0.041808,11.280865,2.0699,7.659,4,0.3247,1.43E-05,2.75E-07,0.01068184,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.574
3194,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,93.8,0.024452,5.840887,1.2388,3.699,2,0.174,4.96E-06,8.60E-08,0.00361464,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.395
3195,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,47.83,0.045322,11.91645,2.5338,7.417,3,0.3515,1.01E-05,2.63E-07,0.01085913,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.445
3196,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,74.25,0.02458,5.823823,1.2932,3.695,2,0.1872,4.48E-06,9.80E-08,0.00274904,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.423
3197,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,46.69,0.053812,12.616213,2.7207,9.61,4,0.457,1.18E-05,3.07E-07,0.00865242,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.777
3198,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.5,0.056624,12.919561,2.4535,9.271,4,0.4352,1.32E-05,2.92E-07,0.0093678,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.774
3199,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,41.07,0.06231,15.132636,2.9795,10.158,5,0.4743,1.28E-05,2.29E-07,0.00780646,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.673
3200,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,51.52,0.050556,12.691517,2.2527,8.214,3,0.3307,1.17E-05,2.48E-07,0.00854951,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.477
3201,"def efficient_sum(numbers):
    return sum(numbers)
",python,80.83,0.021375,5.066686,0.8563,3.23,1,0.218,5.23E-06,8.90E-08,0.0040011,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.457
3202,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,37.22,0.064076,14.301981,2.7595,10.676,4,0.4556,1.63E-05,2.98E-07,0.01077625,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.615
3203,"def efficient_sum(numbers):
    return sum(numbers)
",python,89.92,0.017997,4.892041,0.6594,3.076,1,0.2059,4.83E-06,9.40E-08,0.00330609,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.417
